Prog,Lit,Exact,Time
292,~a_3,"[1,0000-1,0000]",12.69
292,a_7,"[0,8607-0,8607]",13.33
292,~a_7,"[0,1393-0,1393]",13.30
293,~a_8,"[0,0000--0,0000]",3.55
294,a_3,"[1,0000-1,0000]",3.10
294,~a_8,"[0,9239-1,0000]",3.31
295,a_9,"[1,0000-1,0000]",1.59
295,~a_7,"[0,0089-0,0457]",1.70
296,d_19,"[1,0000-1,0000]",15.76
296,a_7,"[0,0000-0,0041]",16.32
297,d_14,"[0,9443-1,0000]",3.08
297,a_6,"[1,0000-1,0000]",3.06
297,a_8,"[0,0825-0,0825]",3.21
298,a_0,"[1,0000-1,0000]",0.47
298,a_7,"[0,9148-0,9148]",0.50
299,d_14,"[1,0000-1,0000]",9.73
299,~a_8,"[0,9123-0,9132]",10.03
